1,1,587.3214111328125,769.0178833007812,59.9107666015625,110.98211669921875,-1,-1,-1,-1
1,2,621.2053833007812,768.0357055664062,55.98211669921875,110.982177734375,-1,-1,-1,-1
1,3,841.6964721679688,788.169677734375,58.92852783203125,91.33929443359375,-1,-1,-1,-1
1,4,478.7946472167969,286.0491027832031,48.125030517578125,110.0,-1,-1,-1,-1
1,5,242.34375,299.0625,50.580352783203125,110.98214721679688,-1,-1,-1,-1
1,6,270.5803527832031,222.4553680419922,50.08929443359375,108.03572082519531,-1,-1,-1,-1
1,7,711.5625,614.3303833007812,56.96429443359375,134.55352783203125,-1,-1,-1,-1
1,8,451.2946472167969,155.546875,43.705352783203125,95.51339721679688,-1,-1,-1,-1
1,9,938.4375,564.2410888671875,58.9285888671875,130.625,-1,-1,-1,-1
1,10,595.1785888671875,271.0714416503906,53.03570556640625,108.52676391601562,-1,-1,-1,-1
1,11,345.46875,409.30804443359375,52.0535888671875,121.5401611328125,-1,-1,-1,-1
1,12,0.5831473469734192,330.0,45.54687660932541,110.4910888671875,-1,-1,-1,-1
1,13,417.65625,364.8660888671875,51.071441650390625,123.2589111328125,-1,-1,-1,-1
1,14,481.49554443359375,538.7053833007812,52.7901611328125,120.80352783203125,-1,-1,-1,-1
1,15,76.97544860839844,377.87945556640625,54.017852783203125,106.07144165039062,-1,-1,-1,-1
1,16,556.875,268.6160888671875,50.08929443359375,107.54461669921875,-1,-1,-1,-1
1,17,550.0,84.77120971679688,40.26788330078125,93.73326110839844,-1,-1,-1,-1
1,18,296.1160888671875,412.5,49.10711669921875,119.8214111328125,-1,-1,-1,-1
1,19,585.357177734375,91.76897430419922,37.3214111328125,92.8738784790039,-1,-1,-1,-1
1,20,748.8839111328125,554.419677734375,52.0535888671875,138.48211669921875,-1,-1,-1,-1
1,21,677.1875,611.3839111328125,46.16070556640625,125.71429443359375,-1,-1,-1,-1
1,22,139.21875,111.71875,43.950897216796875,91.33929443359375,-1,-1,-1,-1
1,23,1026.33935546875,626.1160888671875,60.892822265625,137.5,-1,-1,-1,-1
1,24,411.7633972167969,150.02232360839844,40.758941650390625,99.44197082519531,-1,-1,-1,-1
1,25,367.3214416503906,367.0758972167969,46.65179443359375,123.75,-1,-1,-1,-1
1,26,980.669677734375,349.3973388671875,57.455322265625,116.3839111328125,-1,-1,-1,-1
1,27,480.5133972167969,609.419677734375,57.209808349609375,126.6964111328125,-1,-1,-1,-1
1,28,327.7901916503906,42.69252395629883,40.7589111328125,92.22935104370117,-1,-1,-1,-1
1,29,578.9732055664062,634.4642944335938,51.07147216796875,132.58929443359375,-1,-1,-1,-1
1,30,694.8660888671875,561.294677734375,55.98211669921875,133.5714111328125,-1,-1,-1,-1
1,31,149.16294860839844,487.6339416503906,55.24554443359375,128.66073608398438,-1,-1,-1,-1
1,32,653.125,472.1651916503906,55.982177734375,122.03121948242188,-1,-1,-1,-1
1,33,315.2678527832031,604.5089111328125,56.96429443359375,132.58929443359375,-1,-1,-1,-1
1,34,975.2678833007812,624.1517944335938,54.01788330078125,126.6964111328125,-1,-1,-1,-1
1,35,167.94642639160156,411.5178527832031,46.40625,117.85714721679688,-1,-1,-1,-1
1,36,432.3883972167969,547.544677734375,51.071441650390625,116.875,-1,-1,-1,-1
1,37,440.7366027832031,294.15179443359375,43.21429443359375,98.70535278320312,-1,-1,-1,-1
1,38,355.78125,623.6607055664062,72.1875,124.732177734375,-1,-1,-1,-1
1,39,308.3928527832031,152.60044860839844,37.8125,89.62054443359375,-1,-1,-1,-1
1,40,257.8125,499.1741027832031,50.08929443359375,121.54019165039062,-1,-1,-1,-1
1,41,632.0089111328125,595.669677734375,53.0357666015625,128.66070556640625,-1,-1,-1,-1
1,42,206.74107360839844,405.3794860839844,52.54463195800781,121.54019165039062,-1,-1,-1,-1
1,43,291.2053527832031,555.8928833007812,47.142852783203125,115.892822265625,-1,-1,-1,-1
1,44,360.9375,96.25,44.196441650390625,94.53125,-1,-1,-1,-1
1,45,998.8392944335938,577.5,58.92852783203125,129.64288330078125,-1,-1,-1,-1
1,46,580.4464111328125,489.5982360839844,55.0,126.69644165039062,-1,-1,-1,-1
1,47,396.2946472167969,590.7589111328125,56.47320556640625,133.57147216796875,-1,-1,-1,-1
1,48,996.3839721679688,30.998884201049805,40.75885009765625,90.6026782989502,-1,-1,-1,-1
1,49,156.52902221679688,0.2762276828289032,40.513397216796875,80.62779453396797,-1,-1,-1,-1
1,50,649.1964111328125,506.2946472167969,53.0357666015625,125.71426391601562,-1,-1,-1,-1
1,51,775.8928833007812,530.357177734375,54.017822265625,135.53570556640625,-1,-1,-1,-1
1,52,47.51116180419922,392.8571472167969,44.6875,93.3035888671875,-1,-1,-1,-1
1,53,339.0848388671875,540.669677734375,46.16070556640625,121.78570556640625,-1,-1,-1,-1
1,54,936.9642944335938,341.0491027832031,52.0535888671875,112.94644165039062,-1,-1,-1,-1
1,55,268.125,141.18304443359375,40.267852783203125,99.19642639160156,-1,-1,-1,-1
1,56,269.3526916503906,77.65067291259766,40.267852783203125,91.76897430419922,-1,-1,-1,-1
